Статус,Регистрационен №,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Връзка към сайт библиотеки,Телефон,Факс,E-mail,Председател,Секретар
Действащо,2800,"""Сеяч -1938 г. - с. Слатина""",ПЛОВДИВ,,СЕЛО СЛАТИНА,"“Девета”,10,,п.к.4342",000457650,http://bibliobg.com/index.php?act=community&do=detail&hash=0aec41367e136d16989f9947c2b2ed4308860392,0877819075,-,seq4@abv.bg,Недка Димитрова Методиева,Цветелина Дочева Георгиева
Действащо,2799,"""Слънце - 1928 година""",ХАСКОВО,,СЕЛО БРАНИЦА,"п.к.,6463",000894276,http://bibliobg.com/index.php?act=community&do=detail&hash=838afd80a2aaede19c07bf9ba4ab485a3c2c483a,0884109254,-,branitza_ch@abv.bg,Георги Петров Иванов,Диляна Станимирова Кръстева
Действащо,2796,"""Светлина -1922 г.""",ВИДИН,,СЕЛО КИРЕЕВО,"""Първа"",2,,п.к.3823",105029996,http://bibliobg.com/index.php?act=community&do=detail&hash=a2b5253b674565809a99b080e86339bbba1058e3,"0897917929, 0879639017",-,svetlina1922g@abv.bg,Соня Ваньова Тодорова,Стефка Иванова Тошова
Действащо,2930,"""Никола Йонков Вапцаров -1928""",ВАРНА,,СЕЛО ЕСЕНИЦА,п.к.9289,000084703,http://bibliobg.com/index.php?act=community&do=detail&hash=6aeff76a48d01ade36e624db4ff2676e11312aab,"05137, 2380, 0885390574",-,vapcarov1928@abv.bg,Сали Раимов Мехмедов,Миланка Костадинова Петкова
Действащо,2929,"""Пробуда 1927""",ВАРНА,,СЕЛО ДОБРОТИЧ,п.к.9282,000084817,http://bibliobg.com/index.php?act=community&do=detail&hash=ee7ca042d8d38eb847f8251c93cd22589770ea69,"05138, 2220, 0882027970, 0884115739",-,probuda_1927dobrotich@abv.bg,Димчо Маринов Димов,Виолета Димитрова
Действащо,2928,"""Наука -1913""",ВАРНА,,СЕЛО ГЕНЕРАЛ КОЛЕВО,"п.к.,9295",000085310,http://bibliobg.com/index.php?act=community&do=detail&hash=9a517240674ece454bb95ff25e50748200b3f03c,0894647737,-,nauka1913@abv.bg,Бюлент Хасанов Адемов,Зейнеб Кязимова Салиева
Действащо,2926,"""Изгрев 1927""",ВАРНА,,СЕЛО ВОЙВОДИНО,п.к.9292,000084411,http://bibliobg.com/index.php?act=community&do=detail&hash=c2ca1a693dc594845d4322c7fd1d7a53752ccdcf,0877911715,-,izgrev1927@abv.bg,Марийка Йорданова Атанасова,Фарие Юмерова Исмаилова
Действащо,2924,"""Светлина-1927 г.""",ВАРНА,,СЕЛО БОЯНА,п.к.9147,000084945,http://bibliobg.com/index.php?act=community&do=detail&hash=61e39fee0db072f5dbcd13f3f8f5ce6b75493c45,0895358758,-,svetlinaboyana1927@abv.bg,Стоянка Костадинова Апостолова,Янка Костадинова Добрева
Действащо,2925,"""Отец Паисий -1927""",ВАРНА,,СЕЛО БРЕСТАК,"""Бряст"",36,,п.к.,9290",000084144,http://bibliobg.com/index.php?act=community&do=detail&hash=4c0f8df55a9052c487dadd68cbd2e69428ceb918,0889151312,-,chitalishte_brestak@abv.bg,Дияна Георгиева Петрова,Йорданка Стоянова Дочеваа
Действащо,2927,"""Асен Златаров-1937""",ВАРНА,,СЕЛО ГЕНЕРАЛ КИСЕЛОВО,п.к.9142,000084952,http://bibliobg.com/index.php?act=community&do=detail&hash=2120092a3891fd237ee043bbd1165faa0db2c70e,"05130, 220, 0886, 157, 815",-,asenzlatarov_1937@abv.bg,Костадин Стоянов Докторов,Ганка Андреева Колева
Действащо,2922,"""Братя Грънчарови - 2002""",ВЕЛИКО ТЪРНОВО,,ГРАД ГОРНА ОРЯХОВИЦА,"""Васил,Априлов"",28,А,,п.к.5100",104593271,http://bibliobg.com/index.php?act=community&do=detail&hash=ece3cbaf28e0d4cee2d9903702737d1f216e41be,"0618, 64354, 0878978534",-,chitalishte@sidervoivoda.com,Иван Кънчев Иванов,-
Действащо,2923,"""Димитър Благоев 1907""",ВАРНА,,ГРАД ВЪЛЧИ ДОЛ,"пл.""Христо,Ботев"",1,п.к.9280",000083882,http://bibliobg.com/index.php?act=community&do=detail&hash=3323c3a6568458556627e61500fda8b72989ad68,0897056648,-,chitalishe_dblagoev1907@abv.bg,Георги Тодоов Георгиев,Катя Койчева Кръстева
Действащо,2921,"""Пробуда 1939""",КЮСТЕНДИЛ,,СЕЛО ЯХИНОВО,"""Христо,Ботев"",46,,п.к.2622",000253555,http://bibliobg.com/index.php?act=community&do=detail&hash=fa2c4c34dc782ef9132edf1ac8e37f8d36130b9b,0886182989,-,probuda1939@abv.bg,Зоя Любенова Люманкова,Елизабета Василиева Иванова
Действащо,2920,"""Симона 2002""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.,""Обеля,-2"",бл.,279,,вх.1,,ап.1,,п.к.1326",130916683,http://bibliobg.com/index.php?act=community&do=detail&hash=a29e9c728d99e74ba24e95425ad6533f184d4cbe,0887485029,-,chit_simona2002@abv.bg,Георги Димитров Баков,Зюмбюла Янкова Спасова
Действащо,2919,"""Пробуда -1928""",РУСЕ,,СЕЛО БОТРОВ,"""Георги,Димитров"",19,,п.к.7125",117061927,http://bibliobg.com/index.php?act=community&do=detail&hash=859d362ca4f9e00680445a83582ab9382acf2a2a,"081266, 260, 0885060728, 0882, 447125",-,botrov.dilek@abv.bg,Дилек Ахмедова Феимова,Руджие Рефадова Абдулова
Действащо,2790,"""Пробуда -1927-Софрониево""",ВРАЦА,,СЕЛО СОФРОНИЕВО,"""Георги,Димитров"",8,,п.к.3348",000183904,http://bibliobg.com/index.php?act=community&do=detail&hash=cecd66aa542d98c6720924097394405259687b14,"0878, 584352",-,ofelia.s@abv.bg,Теменужка Маринова Желязкова,Офелия Крумова Спасова
Действащо,2789,"""Христо Ботев-1934""",СОФИЯ,,ГРАД БОЖУРИЩЕ,"бул.,""Европа"",,п.к.2227",000760689,http://bibliobg.com/index.php?act=community&do=detail&hash=09498ea532f235a5331cff21fb078fd9bdff7e44,"02, 993, 2050, 0887605752",02993/2050,"nchbozhurishte@abv.bg, iren4eto66@abv.bg",Аспарух Асенов Аспарухов,Ваня Кутова Аризанова
Действащо,2791,"""Просвета -1937""",ВИДИН,,СЕЛО КУТОВО,"""78-ма"",3,,п.к.3767",000153245,http://bibliobg.com/index.php?act=community&do=detail&hash=9ddd898fb2ca035b418b93bac96cbc5ea7672a8a,0896960224,-,prosveta_1937@abv.bg,Юлия Цветанова Цветкова,Татяна Любенова
Действащо,2785,"""Зора-1929""",ГАБРОВО,,СЕЛО ХАРАЧЕРИТЕ,п.к.5340,817030212,http://bibliobg.com/index.php?act=community&do=detail&hash=4e903a3a9c5749fd84ba281a581da63795644ad7,0877541456,-,zora_1929@abv.bg,Никола Маринов Михалев,Павлинка Петрова
Действащо,2784,"""Христо Ботев-1928""",СОФИЯ,,СЕЛО ГОВЕДАРЦИ,п.к.2020,000760971,http://bibliobg.com/index.php?act=community&do=detail&hash=ec33114158e80f376ba2c2f071967c12100b23fc,"07125, 23, 31, 0876278902",-,chitalishte_govedarci@abv.bg,Мария Иванова Арангелова,Спаска Арангелова Костова
Действащо,2783,"""Христо Ботев -1910""",ТЪРГОВИЩЕ,,СЕЛО ГОЛЯМО СОКОЛОВО,"“Христо,Ботев”,47,,п.к.7778",000868317,http://bibliobg.com/index.php?act=community&do=detail&hash=1ffaad68a968a11b583cefb542339d89d9b3aec0,"0893935072, 0899825148",-,ncitaliste_sgs@abv.bg,Росица Георгиева Цонева,Алиме Салиева Ахмедова
Действащо,2782,"""Зора -2001""",КЮСТЕНДИЛ,,СЕЛО МЛАМОЛОВО,"""Станке,Димитров"",28,,п.к.,2654",109523309,http://bibliobg.com/index.php?act=community&do=detail&hash=985e86b051ea1329c8eed76d767c545530ac2dce,"0895656109, 0888893938, 0702, 5245, 0885032064",-,chitalishte_zora2001@abv.bg,Георги Любомиров Кирилов,Вяра Георгиева
Действащо,2787,"""Георги Попаянов 1914""",БУРГАС,,ГРАД МАЛКО ТЪРНОВО,"""България"",18,,п.к.8162",000044648,http://bibliobg.com/index.php?act=community&do=detail&hash=bbe2f7d5a9c6cdacc5ec361577b95fd0450d4493,"05952, 31, 05",,chitalishte.mt@abv.bg,Мильо Тодоров Бараков,Милена Райчева Дренчева
Действащо,2786,"""Джон Атанасов-1999""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"ж.к.,""Младост,3"",бл.321,А,п.к.,1712",130169975,http://bibliobg.com/index.php?act=community&do=detail&hash=3980dad31ae54ffda4f17d7b15b9cc0a2c86c0df,"02, 881, 78, 81","02/, 881, 78, 81",john.atanasoff@dir.bg,Филип Симеонов Кирев,Боян Венциславов Начев
Действащо,2788,"""Просвета-1910""",ЯМБОЛ,,СЕЛО ТЕНЕВО,"“Георги,Димитров”,27,,п.к.8672",000962866,http://bibliobg.com/index.php?act=community&do=detail&hash=3165a389f646818ee2794b3ae936fbb1ee3527fd,0895506928,-,prosveta0859@abv.bg,Гергана Тенева Трънкова,Нели Петрова Ройдева
Действащо,2781,"""Харманли 2001""",ХАСКОВО,,ГРАД ХАРМАНЛИ,"""Сакар,Планина"",2,,п.к.6450",126544273,http://bibliobg.com/index.php?act=community&do=detail&hash=e1f594f57dd3e9b6fcde267e0f3b8b7fefccaf90,0888403018,-,chitalishte_harmanli@abv.bg,Румяна Георгиева Русева,Катя Георгиева Димова
Действащо,2776,"""Просвета - 1963 г. - с. Соколица""",ПЛОВДИВ,,СЕЛО СОКОЛИЦА,"пл.,""Шипка"",1;,п.к.4367",000456886,http://bibliobg.com/index.php?act=community&do=detail&hash=504820b895d27a6b8428f801f253dc1caeadc26c,0894313569,-,sokolica@abv.bg,Анушка Ангелова Керева,Пенка Георгиева Колева
Действащо,2779,Васил Левски,ГАБРОВО,,СЕЛО КОСТЕНКОВЦИ,,107522977,http://bibliobg.com/index.php?act=community&do=detail&hash=d1f3136bc988cde74427f40f1531bd23b7596978,,-,,Косю Йонков Ганев,-
Действащо,2778,"""Христо Ботев -1936 г.- с. Горни Домлян""",ПЛОВДИВ,,СЕЛО ГОРНИ ДОМЛЯН,"""9-ти,Септември"",21,,п.к.4368",000456185,http://bibliobg.com/index.php?act=community&do=detail&hash=d0f4e23a78285b5d68c3cc3c995372bbea057eb1,"0878355432, 0886542450",-,n_ch_hristo_botev_1936@abv.bg,Диян Христов Николов,Пена Георгиева Стефанова
Действащо,2777,"""Христо Смирненски -1890""",ВЕЛИКО ТЪРНОВО,,СЕЛО ЧАКАЛИ,п.к.5099,000124382,http://bibliobg.com/index.php?act=community&do=detail&hash=48d85433593d9efcf25dbb08e359ec616622a1af,"0878197066, 0889314521",-,smirnenski_chakali@mail.bg,Елеонора Савова Димитрова,Меглена Михайлова Дечева
Действащо,2780,"""Любен Каравелов-1921""",СТАРА ЗАГОРА,,СЕЛО БУЗОВГРАД,"""9-ти,септември"",24,,п.к.6159",000804414,http://bibliobg.com/index.php?act=community&do=detail&hash=b5388ad7349d927417874419d95923b508d5ded4,0884543051,-,kultura.buzovgrad@gmail.com,Миглена Христова Мончева,Полина Стойнова Стойнова
Действащо,2775,"""Паисий Хилендарски-2001""",ПЛЕВЕН,,ГРАД СЛАВЯНОВО,"""Толбухин"",6,,п.к.,5840",114541294,http://bibliobg.com/index.php?act=community&do=detail&hash=8235423008a2c458732a8e026363563b3fef3c8c,0897910500,-,p_hilendarski@abv.bg,Веселина Илиева Толина,Мая Александрова Личева
Действащо,2773,"""Образование -1898""",ШУМЕН,,СЕЛО ОВЧАРОВО,"""Ленин"",41,,п.к.,9805",127532402,http://bibliobg.com/index.php?act=community&do=detail&hash=96bf66ac8a106a2dbbbde759c68b76459aefa683,"05319, 2363, 0877338710",-,nc.obrazovanie@mail.bg,Станка Гинева Златева,Тинка Христова Трифонова
Действащо,2774,"""Просвета -1880""",ШУМЕН,,СЕЛО ИВАНСКИ,"""Иван,Кръстев,Ивански"",7,,п.к.9810",127035731,http://bibliobg.com/index.php?act=community&do=detail&hash=9f5e4c8805bfba513b1e4505f32a8b5b6e9f682d,"05317, 2008, 0882655511, 05317, 9091",-,prosveta1880@abv.bg,Теменужка Янкова Симеонова,Соня Руменова Йорданова
Действащо,2772,"""Васил Левски 1910""",ВАРНА,,СЕЛО ПАДИНА,п.к.9136,0000 85214,http://bibliobg.com/index.php?act=community&do=detail&hash=2d260a410a5d61b9f0e8113407e54798534b2782,0899721178,-,v.levski1910@abv.bg,Снежана Кръстева Иванова,Красимира Стоянова Кателиева
Действащо,2918,"""Борба -1927""",ХАСКОВО,,СЕЛО СЪРНИЦА,"п.к,6361",000894760,http://bibliobg.com/index.php?act=community&do=detail&hash=8c0a78b7287ef76825b62515b36ad3cc127fc2b5,"0885, 693663",-,borba1927@abv.bg,Азизе Акиф Мехмед,Сание Вели Рамадан
Действащо,2771,"""Искра -1953""",БЛАГОЕВГРАД,,СЕЛО ГОДЕШЕВО,"п.к.,2938",000016467,http://bibliobg.com/index.php?act=community&do=detail&hash=012862be659cb4bf44f91c800a72f7b7b587baf9,,-,godeshevo1953@abv.bg,Ахмед Асанов Тахиров,Зинаида Трендафилова Палова
Действащо,2917,"""Пробуда - 1903""",ВЕЛИКО ТЪРНОВО,,СЕЛО ИЛАКОВ РЪТ,"п.к.,5082",000124489,http://bibliobg.com/index.php?act=community&do=detail&hash=ceca7bf62e5d5fc7e40ffdf6c9db6a3a2d11c4ac,0879101352,-,probuda_ilakovrat@mail.bg,Йордан Петков Йорданов,Велика Стефанова Мутафова
Действащо,2916,"""Надежда-1925""",ГАБРОВО,,СЕЛО ТУРКИНЧА,"""Бригадирска"",1,,п.к.5389",000211677,http://bibliobg.com/index.php?act=community&do=detail&hash=82377e04ac009a8c6a90661d78c23367dbbba8cd,0895647300,-,nadejda_1925@abv.bg,Манол Петров Петров,-
Действащо,2913,"""Гоце Делчев-1928""",БЛАГОЕВГРАД,,СЕЛО ГЕГА,п.к.2882,000014861,http://bibliobg.com/index.php?act=community&do=detail&hash=80c39b83114ddcef0aef292c4782e125fa9cf132,,-,kultura@dir.bg,Аспарух Стефанов Георгиев,Красимира Андонова Попова
Действащо,2915,"""Елит"" - Център за ромска култура - 2002""",СОФИЯ-ГРАД,,ГРАД СОФИЯ,"""311"",8,,район,""Красна,поляна"",,п.к.1373",130917593,http://bibliobg.com/index.php?act=community&do=detail&hash=aa7aace6743ab94b9879f2d49c8d251f973fb6e5,"0897487757, 088778409",-,roma_sofia@abv.bg,Снежана Радкова Иванова,Маряна Стефанова Кирилова
