Номер,Линк,Име на читалище,Град/село,Община,Област
3516,?act=community&do=detail&id=3538&reg_num=3516,Цар Симеон І-2012,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3517,?act=community&do=detail&id=3539&reg_num=3517,Асен Златаров -1945,СЕЛО РОСИНА,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
3518,?act=community&do=detail&id=3540&reg_num=3518,Надка Караджова-2012,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3519,?act=community&do=detail&id=3541&reg_num=3519,Иван Богоров -2012,СЕЛО БОГОРОВО,СИЛИСТРА,СИЛИСТРА
3520,?act=community&do=detail&id=3542&reg_num=3520,Васил Левски 2012,СЕЛО ПОЖАРЕВО,БОЖУРИЩЕ,СОФИЯ
3371,?act=community&do=detail&id=3374&reg_num=3371,Васил Левски 1932,СЕЛО НОВОСЕЛЯНЕ,БОБОВ ДОЛ,КЮСТЕНДИЛ
3372,?act=community&do=detail&id=3375&reg_num=3372,Архимандрид Доситей-1908,СЕЛО ДОСИТЕЕВО,ХАРМАНЛИ,ХАСКОВО
3373,?act=community&do=detail&id=3376&reg_num=3373,Теньо Чартуков,СЕЛО ТЯНЕВО,СИМЕОНОВГРАД,ХАСКОВО
3374,?act=community&do=detail&id=3377&reg_num=3374,Димитър Благоев -2008 г.- град Пловдив,ГРАД ПЛОВДИВ,ПЛОВДИВ,ПЛОВДИВ
3375,?act=community&do=detail&id=3378&reg_num=3375,Просвета-1925,СЕЛО ЛОЗЕН,ЛЮБИМЕЦ,ХАСКОВО
3376,?act=community&do=detail&id=3379&reg_num=3376,Писмена-2008,СЕЛО БАГАЛЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
3377,?act=community&do=detail&id=3380&reg_num=3377,Николай Хайтов - 2008,ГРАД ДИМИТРОВГРАД,ДИМИТРОВГРАД,ХАСКОВО
3378,?act=community&do=detail&id=3381&reg_num=3378,Светлина - 1924 г.,СЕЛО КАЛИМАНЦИ,СУВОРОВО,ВАРНА
3379,?act=community&do=detail&id=3382&reg_num=3379,Христо Ботев-1955,СЕЛО ЛЕЛИНЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3380,?act=community&do=detail&id=3383&reg_num=3380,Борис Анастасов-1928г.,СЕЛО КРОЯЧ,ЛОЗНИЦА,РАЗГРАД
3381,?act=community&do=detail&id=3384&reg_num=3381,Спасовица-2008,СЕЛО НИКОЛИЧЕВЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3382,?act=community&do=detail&id=3385&reg_num=3382,Китка-2008,СЕЛО БЪРЛОЖНИЦА,СЛИВНИЦА,СОФИЯ
3331,?act=community&do=detail&id=3332&reg_num=3331,Пенчо Петков Славейков 1940 - Богорово,СЕЛО БОГОРОВО,СИЛИСТРА,СИЛИСТРА
3332,?act=community&do=detail&id=3333&reg_num=3332,Искра-2007,СЕЛО БЕЛО ПОЛЕ,РУЖИНЦИ,ВИДИН
3333,?act=community&do=detail&id=3334&reg_num=3333,Утро-1940,СЕЛО РАКОВСКИ,КАВАРНА,ДОБРИЧ
3334,?act=community&do=detail&id=3335&reg_num=3334,Просвета - 1918,СЕЛО МАКОЦЕВО,ГОРНА МАЛИНА,СОФИЯ
3335,?act=community&do=detail&id=3336&reg_num=3335,Димитър Благоев,СЕЛО ДОЛНА ГРАЩИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3336,?act=community&do=detail&id=3337&reg_num=3336,Пауталия-2008,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3337,?act=community&do=detail&id=3338&reg_num=3337,Христо Ботев -2008,СЕЛО ГАРВАН,ГАБРОВО,ГАБРОВО
3338,?act=community&do=detail&id=3339&reg_num=3338,Йордан Йовков-1942 - Казимир,СЕЛО КАЗИМИР,СИЛИСТРА,СИЛИСТРА
3339,?act=community&do=detail&id=3341&reg_num=3339,Марица -2008,СЕЛО РАЙНОВО,ДИМИТРОВГРАД,ХАСКОВО
3340,?act=community&do=detail&id=3342&reg_num=3340,П.К.Яворов-1924 г.,СЕЛО ТРЪБАЧ,ЛОЗНИЦА,РАЗГРАД
3341,?act=community&do=detail&id=3343&reg_num=3341,Митьо Станев,СЕЛО ЗНАМЕНОСЕЦ,РАДНЕВО,СТАРА ЗАГОРА
3342,?act=community&do=detail&id=3344&reg_num=3342,Дряновска пробуда-2008,ГРАД ДРЯНОВО,ДРЯНОВО,ГАБРОВО
3343,?act=community&do=detail&id=3345&reg_num=3343,Просвета-1930 г.,СЕЛО ЕГЪЛНИЦА,КОВАЧЕВЦИ,ПЕРНИК
3291,?act=community&do=detail&id=3290&reg_num=3291,Искра-1905,СЕЛО НИКОЛАЕВКА,СУВОРОВО,ВАРНА
3292,?act=community&do=detail&id=3291&reg_num=3292,Д-р Стефан Чирпанлиев 2007,ГРАД ЯМБОЛ,ЯМБОЛ,ЯМБОЛ
3293,?act=community&do=detail&id=3293&reg_num=3293,Христо Ботев-1927,СЕЛО КОРКИНА,БОБОВ ДОЛ,КЮСТЕНДИЛ
3294,?act=community&do=detail&id=3294&reg_num=3294,Съгласие-2007,СЕЛО ЖАБОКРЪТ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3295,?act=community&do=detail&id=3295&reg_num=3295,Просвета -1938г.- с.Динк,СЕЛО ДИНК,МАРИЦА,ПЛОВДИВ
3296,?act=community&do=detail&id=3296&reg_num=3296,Капитан Дядо Никола-1927,ГРАД ТРЯВНА,ТРЯВНА,ГАБРОВО
3297,?act=community&do=detail&id=3297&reg_num=3297,Родолюбец -1965,СЕЛО БОРОВИНА,МАДАН,СМОЛЯН
3298,?act=community&do=detail&id=3298&reg_num=3298,Васил Левски-1928 г.,СЕЛО СЛАВЩИЦА,УГЪРЧИН,ЛОВЕЧ
3299,?act=community&do=detail&id=3299&reg_num=3299,Гоце Делчев 1964,СЕЛО СЛИВНИЦА,КРЕСНА,БЛАГОЕВГРАД
3300,?act=community&do=detail&id=3300&reg_num=3300,Гюнеш,СЕЛО ПЧЕЛНИК,ДОЛНИ ЧИФЛИК,ВАРНА
3301,?act=community&do=detail&id=3301&reg_num=3301,Яребична 2007,СЕЛО ЯРЕБИЧНА,АКСАКОВО,ВАРНА
3302,?act=community&do=detail&id=3302&reg_num=3302,Пробуда 1919,СЕЛО НИКОЛАЕВО,ПЛЕВЕН,ПЛЕВЕН
3251,?act=community&do=detail&id=3249&reg_num=3251,Порбуда - 2007г.,СЕЛО ТОПОЛЯНЕ,РАДНЕВО,СТАРА ЗАГОРА
3252,?act=community&do=detail&id=3250&reg_num=3252,Васил Левски-1928,СЕЛО ЧУРЕК,ЕЛИН ПЕЛИН,СОФИЯ
3253,?act=community&do=detail&id=3251&reg_num=3253,Пробуда-1941,СЕЛО КАРДАМ,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
3254,?act=community&do=detail&id=3252&reg_num=3254,Селски будилник 1906,СЕЛО ЗЕТЬОВО,ЧИРПАН,СТАРА ЗАГОРА
3255,?act=community&do=detail&id=3253&reg_num=3255,Здравец-2007,СЕЛО ДРЕНОВЕЦ-2,РУЖИНЦИ,ВИДИН
3256,?act=community&do=detail&id=3254&reg_num=3256,Отец Паисий-1903,СЕЛО СРЕДНО ГРАДИЩЕ,ЧИРПАН,СТАРА ЗАГОРА
3257,?act=community&do=detail&id=3255&reg_num=3257,Слънчев лъч 1902,СЕЛО ОСТРОВЧЕ,РАЗГРАД,РАЗГРАД
3258,?act=community&do=detail&id=3256&reg_num=3258,Искра-1927г.,СЕЛО ЛЮБЕНОВО,РАДНЕВО,СТАРА ЗАГОРА
3259,?act=community&do=detail&id=3257&reg_num=3259,П. К. Яворов-1928г.,СЕЛО ИЗВОРОВО,ЧИРПАН,СТАРА ЗАГОРА
3260,?act=community&do=detail&id=3258&reg_num=3260,Съзнание 1932,СЕЛО ЧЕРНОГЛАВЦИ,ВЕНЕЦ,ШУМЕН
3261,?act=community&do=detail&id=3259&reg_num=3261,Васил Левски - 2007,СЕЛО СНОП,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
3262,?act=community&do=detail&id=3260&reg_num=3262,Пробуда 1924,СЕЛО ЦЕНОВО,ЧИРПАН,СТАРА ЗАГОРА
3451,?act=community&do=detail&id=3460&reg_num=3451,Зорница 2010 - Нено Щрегарски,ГРАД ЛОВЕЧ,ЛОВЕЧ,ЛОВЕЧ
3452,?act=community&do=detail&id=3461&reg_num=3452,Никола Йонков Вапцаров 2010 Жеглица,СЕЛО ЖЕГЛИЦА,ВИДИН,ВИДИН
3453,?act=community&do=detail&id=3462&reg_num=3453,Христо Ботев 2010 година,СЕЛО ГОДЛЕВО,РАЗЛОГ,БЛАГОЕВГРАД
3454,?act=community&do=detail&id=3464&reg_num=3454,Иглика 1971,СЕЛО ИГЛИКА,ХИТРИНО,ШУМЕН
3455,?act=community&do=detail&id=3465&reg_num=3455,Искърски пролом-1934,ГАРА ГАРА ЛАКАТНИК,СВОГЕ,СОФИЯ
3456,?act=community&do=detail&id=3466&reg_num=3456,Христо Косовски-1926,СЕЛО КОСОВО,КАСПИЧАН,ШУМЕН
3457,?act=community&do=detail&id=3467&reg_num=3457,Пробуда 1933г. - с.Куртово,СЕЛО КУРТОВО,КАРЛОВО,ПЛОВДИВ
3458,?act=community&do=detail&id=3468&reg_num=3458,Любен Каравелов-1961г.,СЕЛО КАРАВЕЛЬОВО,РУЕН,БУРГАС
3459,?act=community&do=detail&id=3469&reg_num=3459,Народен будител-1927 г.,СЕЛО  ГАРА ОРЕШЕЦ,ДИМОВО,ВИДИН
3460,?act=community&do=detail&id=3470&reg_num=3460,Христо Ботев 1933г.,СЕЛО ТРЪНАК,РУЕН,БУРГАС
3461,?act=community&do=detail&id=3471&reg_num=3461,Добри Чинтулов -1941,СЕЛО ВОДНЯНЦИ,ДОБРИЧКА,ДОБРИЧ
3462,?act=community&do=detail&id=3472&reg_num=3462,Светлина-1929,СЕЛО БЯЛ КЛАДЕНЕЦ,НОВА ЗАГОРА,СЛИВЕН
3463,?act=community&do=detail&id=3473&reg_num=3463,Просвета -1929 с.Долни Пасарел,СЕЛО ДОЛНИ ПАСАРЕЛ,СТОЛИЧНА,СОФИЯ-ГРАД
3411,?act=community&do=detail&id=3414&reg_num=3411,Седми юли 2008,ГРАД ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3412,?act=community&do=detail&id=3418&reg_num=3412,Дебелец-1932 г. - с. Садовик,СЕЛО САДОВИК,БРЕЗНИК,ПЕРНИК
3413,?act=community&do=detail&id=3419&reg_num=3413,Христо Ботев -1921 г.,СЕЛО КАРА МИХАЛ,САМУИЛ,РАЗГРАД
3414,?act=community&do=detail&id=3420&reg_num=3414,Христо Ботев-1934,СЕЛО БИСТРЕЦ,СРЕДЕЦ,БУРГАС
3415,?act=community&do=detail&id=3421&reg_num=3415,Саморазвитие-1950,СЕЛО ТЪНКОВО,НЕСЕБЪР,БУРГАС
3416,?act=community&do=detail&id=3424&reg_num=3416,Наука,СЕЛО СТОЯНОВЦИ,РОМАН,ВРАЦА
3417,?act=community&do=detail&id=3425&reg_num=3417,Никола К.Савов-1922 г.,СЕЛО ОСОИЦА,ГОРНА МАЛИНА,СОФИЯ
3418,?act=community&do=detail&id=3426&reg_num=3418,Светъл ден -2009,ГРАД ВИДИН,ВИДИН,ВИДИН
3419,?act=community&do=detail&id=3427&reg_num=3419,Порив,ГРАД ВАРНА,ВАРНА,ВАРНА
3420,?act=community&do=detail&id=3428&reg_num=3420,Бащино огнище-1970,СЕЛО ГОРНА АРДА,СМОЛЯН,СМОЛЯН
3421,?act=community&do=detail&id=3429&reg_num=3421,Димитър Пешев -1998 г.,ГРАД ПЛОВДИВ,ПЛОВДИВ,ПЛОВДИВ
3422,?act=community&do=detail&id=3430&reg_num=3422,Порив,ГРАД ВАРНА,ВАРНА,ВАРНА
0,?act=community&do=detail&id=3666&reg_num=0,тест,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
1,?act=community&do=detail&id=2846&reg_num=1,Съзнание 1873г.,СЕЛО БРЕСТОВИЦА,РОДОПИ,ПЛОВДИВ
2,?act=community&do=detail&id=2847&reg_num=2,Иван Вазов-1871,ГРАД СОПОТ,СОПОТ,ПЛОВДИВ
3,?act=community&do=detail&id=3&reg_num=3,Прогрес 1939,СЕЛО СТАРЦЕВО,ЗЛАТОГРАД,СМОЛЯН
4,?act=community&do=detail&id=4&reg_num=4,Петър Богдан Бакшев -1909,ГРАД РАКОВСКИ,РАКОВСКИ,ПЛОВДИВ
5,?act=community&do=detail&id=5&reg_num=5,Христо Ботев 1930 г. - с. Стряма,СЕЛО СТРЯМА,РАКОВСКИ,ПЛОВДИВ
6,?act=community&do=detail&id=6&reg_num=6,Зора,ГРАД ПЛОВДИВ,ПЛОВДИВ,ПЛОВДИВ
7,?act=community&do=detail&id=7&reg_num=7,Съгласие-1890,ГРАД КАВАРНА,КАВАРНА,ДОБРИЧ
8,?act=community&do=detail&id=8&reg_num=8,Братство 1869,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
9,?act=community&do=detail&id=9&reg_num=9,Христо Ботев - 1892,ГРАД БЕЛЕНЕ,БЕЛЕНЕ,ПЛЕВЕН
10,?act=community&do=detail&id=10&reg_num=10,Никола Йонков Вапцаров -1924 г.,ГРАД СТАМБОЛИЙСКИ,СТАМБОЛИЙСКИ,ПЛОВДИВ
11,?act=community&do=detail&id=11&reg_num=11,Зора 1894,ГРАД ШАБЛА,ШАБЛА,ДОБРИЧ
12,?act=community&do=detail&id=12&reg_num=12,Боян Пенев-1949,ГРАД ШУМЕН,ШУМЕН,ШУМЕН
3560,?act=community&do=detail&id=3583&reg_num=3560,Обединение-2013,СЕЛО ПЛЕШИВЕЦ,РУЖИНЦИ,ВИДИН
3561,?act=community&do=detail&id=3584&reg_num=3561,Аврора 2013,ГРАД ПЕРНИК,ПЕРНИК,ПЕРНИК
3562,?act=community&do=detail&id=3585&reg_num=3562,Ангел Каралийчев - 2013,СЕЛО МИРОВО,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
3563,?act=community&do=detail&id=3586&reg_num=3563,Д-р Георги Китов-2013,СЕЛО АЛЕКСАНДРОВО,ХАСКОВО,ХАСКОВО
3564,?act=community&do=detail&id=3587&reg_num=3564,Георги Сава Раковски - 2013 г.,СЕЛО РАКОВСКОВО,НЕСЕБЪР,БУРГАС
3565,?act=community&do=detail&id=3588&reg_num=3565,Христо Кючуков-2013,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
3566,?act=community&do=detail&id=3589&reg_num=3566,Пенко Пенков-2013,СЕЛО УЗУНДЖОВО,ХАСКОВО,ХАСКОВО
3567,?act=community&do=detail&id=3590&reg_num=3567,Литературна София 2013,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3568,?act=community&do=detail&id=3591&reg_num=3568,Славяни-2013,ГРАД ВИДИН,ВИДИН,ВИДИН
3569,?act=community&do=detail&id=3592&reg_num=3569,Развитие-1918,СЕЛО БУКОВЕЦ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3570,?act=community&do=detail&id=3593&reg_num=3570,Константин Константинов-2013,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
3602,?act=community&do=detail&id=3626&reg_num=3602,Цар Борис Покръстител-2014,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3603,?act=community&do=detail&id=3627&reg_num=3603,Христо Ботев-1948,СЕЛО ПИПЕРКОВ ЧИФЛИК,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3604,?act=community&do=detail&id=3628&reg_num=3604,Просвета - 2015,ГРАД ГАБРОВО,ГАБРОВО,ГАБРОВО
3605,?act=community&do=detail&id=3631&reg_num=3605,Васил Левски 2015,СЕЛО ДРАГАНИЦА,ВЪРШЕЦ,МОНТАНА
3606,?act=community&do=detail&id=3632&reg_num=3606,Аспарух Лешников-2015,ГРАД ХАСКОВО,ХАСКОВО,ХАСКОВО
3607,?act=community&do=detail&id=3633&reg_num=3607,Рома-Стралджа-2015,ГРАД СТРАЛДЖА,СТРАЛДЖА,ЯМБОЛ
3608,?act=community&do=detail&id=3634&reg_num=3608,Светло бъдеще-2015,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3609,?act=community&do=detail&id=3635&reg_num=3609,Радост-2015,СЕЛО КОСТЕНЕЦ,КОСТЕНЕЦ,СОФИЯ
3610,?act=community&do=detail&id=3636&reg_num=3610,Добрина-2015,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3643,?act=community&do=detail&id=3671&reg_num=3643,Възраждане - 2016,СЕЛО ПРОДАНОВЦИ,САМОКОВ,СОФИЯ
3644,?act=community&do=detail&id=3672&reg_num=3644,Пламък  2016,ГРАД ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3645,?act=community&do=detail&id=3674&reg_num=3645,Христо Ботев - 2016,СЕЛО СЛАТИНА,БЕРКОВИЦА,МОНТАНА
3646,?act=community&do=detail&id=3675&reg_num=3646,Стоян Заимов 2016,СЕЛО СТОЯН-ЗАИМОВО,ЧИРПАН,СТАРА ЗАГОРА
3647,?act=community&do=detail&id=3676&reg_num=3647,Устрем 2017,ГРАД ДИМИТРОВГРАД,ДИМИТРОВГРАД,ХАСКОВО
3648,?act=community&do=detail&id=3677&reg_num=3648,Развитие-Пенчо Дамянов-2017,СЕЛО КОПЧЕЛИИТЕ,ГАБРОВО,ГАБРОВО
3649,?act=community&do=detail&id=3678&reg_num=3649,Паисий Хилендарски - 2017,ГРАД БОБОВ ДОЛ,БОБОВ ДОЛ,КЮСТЕНДИЛ
3650,?act=community&do=detail&id=3679&reg_num=3650,Възраждане - 2017,СЕЛО СИТОВО,СИТОВО,СИЛИСТРА
3521,?act=community&do=detail&id=3543&reg_num=3521,Черноризец храбър-София,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
3522,?act=community&do=detail&id=3544&reg_num=3522,Проф. д-р Асен Златаров,СЕЛО ТЪРГОВИЩЕ,ЧУПРЕНЕ,ВИДИН
3523,?act=community&do=detail&id=3545&reg_num=3523,Гюнеш 2012,ГРАД РУСЕ,РУСЕ,РУСЕ
3524,?act=community&do=detail&id=3546&reg_num=3524,Светлина 2012,СЕЛО ПРАВЕШКА ЛАКАВИЦА,ПРАВЕЦ,СОФИЯ
3525,?act=community&do=detail&id=3547&reg_num=3525,Зора 2011,СЕЛО КРАИЩЕ,БЕЛИЦА,БЛАГОЕВГРАД
3526,?act=community&do=detail&id=3548&reg_num=3526,Възрожденец - 2011,СЕЛО ДАГОНОВО,БЕЛИЦА,БЛАГОЕВГРАД
3527,?act=community&do=detail&id=3549&reg_num=3527,Искра - 2011,СЕЛО ГОРНО КРАИЩЕ,БЕЛИЦА,БЛАГОЕВГРАД
3528,?act=community&do=detail&id=3550&reg_num=3528,Пробуда 2011,СЕЛО БАБЯК,БЕЛИЦА,БЛАГОЕВГРАД
3529,?act=community&do=detail&id=3551&reg_num=3529,Щурче,ГРАД ВАРНА,ВАРНА,ВАРНА
3530,?act=community&do=detail&id=3552&reg_num=3530,Тракийска лира-2012,ГРАД ЯМБОЛ,ЯМБОЛ,ЯМБОЛ
3383,?act=community&do=detail&id=3386&reg_num=3383,Родопчанка - 2008,СЕЛО РИБНИЦА,РУДОЗЕМ,СМОЛЯН
3384,?act=community&do=detail&id=3387&reg_num=3384,Отец Паисий-1934 г.,СЕЛО МАРКОВО,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
3385,?act=community&do=detail&id=3388&reg_num=3385,Карандила - Джипси 2008,ГРАД СЛИВЕН,СЛИВЕН,СЛИВЕН
3386,?act=community&do=detail&id=3389&reg_num=3386,Добруджанска просвета,СЕЛО КРАНОВО,КАЙНАРДЖА,СИЛИСТРА
3387,?act=community&do=detail&id=3390&reg_num=3387,Васил Левски-1937,СЕЛО ГОСПОДИНОВО,БЯЛА,ВАРНА
3388,?act=community&do=detail&id=3391&reg_num=3388,Христо Ботев 1927,СЕЛО ДЮЛИНО,БЯЛА,ВАРНА
3389,?act=community&do=detail&id=3392&reg_num=3389,Просвета -1988,СЕЛО ГИРЧЕВЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3390,?act=community&do=detail&id=3393&reg_num=3390,Кирил и Методий-1931г.,СЕЛО ЕЛХОВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
3391,?act=community&do=detail&id=3394&reg_num=3391,Кирил и Методий-1928,СЕЛО ПОЛЯНЦИ,ИХТИМАН,СОФИЯ
3392,?act=community&do=detail&id=3395&reg_num=3392,Св.Св.Кирил и Методий-1956,СЕЛО ПОМОЩИЦА,ПОПОВО,ТЪРГОВИЩЕ
